
Sr.No,Round ▲▼,Institute ▲▼,Program ▲▼,Stream ▲▼,Quota ▲▼,Category ▲▼,Seat Gender ▲▼,Opening Rank ▲▼,Closing Rank ▲▼,Remark ▲▼
2835,Round 1,"Bundelkhand University, Jhansi",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,167217,214675,
2836,Round 1,"Bundelkhand University, Jhansi",Computer Science and Engineering,B.Tech,Home State,OPEN(PH),Both Male and Female Seats,531717,531717,
2837,Round 1,"Bundelkhand University, Jhansi",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,275637,383799,
2838,Round 1,"Bundelkhand University, Jhansi",Electronics and Communication Engineering,B.Tech,Home State,SC,Both Male and Female Seats,400247,603647,
2839,Round 1,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,167295,293693,
2840,Round 1,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah",Electronics and Communication Engineering,B.Tech,Home State,SC,Both Male and Female Seats,725849,1286449,
2841,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Civil Engineering,B.Tech,Home State,BC,Both Male and Female Seats,127110,140341,
2842,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Civil Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,128336,138874,
2843,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,48618,58440,
2844,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electronics Engineering,B.Tech,Home State,SC(AF),Both Male and Female Seats,423611,423611,
2845,Round 1,"R.D.ENGINEERING COLLEGE,GHAZIABAD",Computer Science and Engineering (Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,255625,255625,
2846,Round 1,"INDUS INSTITUTE OF TECHNOLOGY & MANAGEMENT,KANPUR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,146261,1215634,
2847,Round 1,"INDUS INSTITUTE OF TECHNOLOGY & MANAGEMENT,KANPUR",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1273239,1273239,
2848,Round 1,"KCC INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,861631,1196578,
2849,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,202606,207813,
2850,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electrical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,91513,98183,
2851,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electrical Engineering,B.Tech,Home State,ST,Both Male and Female Seats,373897,373897,
2852,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electronics Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,98664,98664,
2853,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electronics Engineering,B.Tech,Home State,SC,Both Male and Female Seats,196791,233921,
2854,Round 1,"FEROZ GANDHI INSTITUTE OF ENGINEERING &TECHNOLOGY,RAIBAREILLY",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,892496,1148411,
2855,Round 1,"INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,608153,608153,
2856,Round 1,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,361676,701260,
2857,Round 1,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,512648,751503,
2858,Round 1,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,266695,307531,
2859,Round 1,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Inelligence (AI) And Data Science,B.Tech,Home State,BC(Girl),Female Seats,910995,910995,
2860,Round 1,"PRASAD INSTITUTE OF TECHNOLOGY,JAUNPUR",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,843484,1117125,
2861,Round 1,"I.T.S. ENGG.COLLEGE,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Data Science) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,334368,509746,
2862,Round 1,"KASHI INSTITUTE OF TECHNOLOGY,VARANASI",Electrical & Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,692939,1370825,
2863,Round 1,"INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,1041609,1059066,
2864,Round 1,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,863062,1225415,
2865,Round 1,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,B.Tech,Home State,EWS(GL),Female Seats,1126776,1126776,
2866,Round 1,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science & Engineering (Cyber Security) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,252259,327621,
2867,Round 1,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,302620,387768,
2868,Round 1,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,Home State,OPEN(GIRL),Female Seats,488307,642584,
2869,Round 1,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,765113,1402105,
2870,Round 1,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,1081387,1081387,
2871,Round 1,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,385082,1320877,
2872,Round 1,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH",Civil Engineering,B.Tech,Home State,BC(Girl),Female Seats,502884,662726,
2873,Round 1,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH",Information Technology,B.Tech,Home State,SC,Both Male and Female Seats,321930,555091,
2874,Round 1,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,395442,520157,
2875,Round 1,"Veer Bahadur Singh Purvanchal University, Jaunpur",Electronics and Communication Engineering,B.Tech,Home State,EWS(GL),Female Seats,1055990,1055990,
2876,Round 1,"Veer Bahadur Singh Purvanchal University, Jaunpur",Electronics and Communication Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,708905,763466,
2877,Round 1,"Veer Bahadur Singh Purvanchal University, Jaunpur",Information Technology,B.Tech,Home State,SC,Both Male and Female Seats,743772,961740,
2878,Round 1,"RAJKIYA ENGINEERING COLLEGE, BASTI",Electronics Engineering,B.Tech,Home State,EWS(GL),Female Seats,495624,495624,
2879,Round 1,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,140406,478630,
2880,Round 1,"DR. K.N. MODI INSTITUTE OF ENGG. & TECHNOLOGY,GHAZIABAD",Chemical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,570028,570028,
2881,Round 1,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,270785,683176,
2882,Round 1,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,279409,405577,
2883,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science (Hindi),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,299604,357355,
2884,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science (Hindi) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,127920,159426,
2885,Round 1,"UTTAR PRADESH TEXTILE TECHNOLOGY INSTITUTE,KANPUR",Computer Science and Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,229694,229694,
2886,Round 1,"UTTAR PRADESH TEXTILE TECHNOLOGY INSTITUTE,KANPUR",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,99529,142874,
2887,Round 1,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science and Engineering,B.Tech,Home State,OPEN(PH),Both Male and Female Seats,1096940,1389937,
2888,Round 1,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,326297,374818,
2889,Round 1,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science and Engineering (Artificial Intelligence),B.Tech,All India,OPEN,Both Male and Female Seats,172767,515459,
2890,Round 1,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,111778,290537,
2891,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Electrical & Electronics Engineering,B.Tech,Home State,BC,Both Male and Female Seats,204601,235620,
2892,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,76502,111561,
2893,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,B.Tech,Home State,BC(Girl),Female Seats,156052,204252,
2894,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,B.Tech,Home State,EWS(GL),Female Seats,153872,190464,
2895,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,114239,146517,
2896,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Information Technology,B.Tech,Home State,OPEN(PH),Both Male and Female Seats,1402183,1402183,
2897,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Mechanical Engineering,B.Tech,Home State,BC(Girl),Female Seats,147669,159885,
2898,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Mechanical Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,87514,105191,
2899,Round 1,"SUNRISE INSTITUTE OF ENGINEERING TECHNICAL & MANAGEMENT,UNNAO",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1121748,1121748,
2900,Round 1,"RAJKIYA ENGINEERING COLLEGE,BANDA",Information Technology,B.Tech,Home State,SC(Girl),Female Seats,381567,482088,
2901,Round 1,"RAJKIYA ENGINEERING COLLEGE,BANDA",Mechanical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,269380,320139,
2902,Round 1,"RAJA BALWANT SINGH ENGINEERING TECHNICAL CAMPUS,AGRA",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,842703,1300475,
2903,Round 1,"RAJ KUMAR GOEL INSTT. OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,585848,787430,
2904,Round 1,"RAJ KUMAR GOEL INSTT. OF TECHNOLOGY,GHAZIABAD",Electronic And Computer Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,586776,1266719,
2905,Round 1,"RAJ KUMAR GOEL INSTT. OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Data Science),B.Tech,Home State,OPEN,Both Male and Female Seats,570910,828724,
2906,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Civil Engineering,B.Tech,Home State,BC,Both Male and Female Seats,141192,147020,
2907,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Civil Engineering,B.Tech,Home State,ST,Both Male and Female Seats,363580,363580,
2908,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,59724,61874,
2909,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Computer Science and Engineering,B.Tech,Home State,OPEN(PH),Both Male and Female Seats,880366,880366,
2910,Round 1,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering (Data Science),B.Tech,Home State,OPEN,Both Male and Female Seats,208483,248877,
2911,Round 1,"ABES ENGG.COLLEGE,GHAZIABAD",Electrical & Computer Engg.,B.Tech,Home State,OPEN,Both Male and Female Seats,303880,406590,
2912,Round 1,"I.E.C. COLLEGE OF ENGINEERING & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,92926,516962,
2913,Round 1,"HI-TECH. INSTITUTE OF ENGINEERING &TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,167775,1079057,
2914,Round 1,"Dr. Rammanohar Lohia Avadh University, Faizabad",Information Technology,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,577731,577731,
2915,Round 1,"D. D. U. Gorakhpur University, Gorakhpur",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,227558,267849,
2916,Round 1,"D. D. U. Gorakhpur University, Gorakhpur",Mechanical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,664925,883263,
2917,Round 1,"Khwaja Moinuddin Chishti Language University, Lucknow",Automotion & Robotics,B.Tech,Home State,SC,Both Male and Female Seats,623989,1164212,
2918,Round 1,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,BC(AF),Both Male and Female Seats,329224,439885,
2919,Round 1,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,OPEN(PH),Both Male and Female Seats,767272,767272,
2920,Round 1,"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,115549,225609,
2921,Round 1,"ABES ENGG.COLLEGE,GHAZIABAD",Mechanical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,913935,1195190,
2922,Round 1,"ABES ENGG.COLLEGE,GHAZIABAD",Mechanical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,614772,962696,
2923,Round 1,"I.E.C. COLLEGE OF ENGINEERING & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,106447,930595,
2924,Round 1,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,465764,626264,
2925,Round 1,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,441804,555309,
2926,Round 1,"ACCURATE INSTITUTE OF MANAGEMENT & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,256179,1148673,
2927,Round 1,"LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,324704,324704,
2928,Round 1,"HIMALAYAN INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Electrical & Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1414081,1414081,
2929,Round 1,"MADHU VACHASPATI INSTITUTE OF ENGINEERING & TECHNOLOGY,KAUSHAMBI",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,706145,1385533,
2930,Round 1,"MADHU VACHASPATI INSTITUTE OF ENGINEERING & TECHNOLOGY,KAUSHAMBI",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,287900,1330919,
2931,Round 1,"ALLENHOUSE INSTITUTE OF TECHNOLOGY,KANPUR",Mechanical Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,1168119,1168119,
2932,Round 1,"Bundelkhand University, Jhansi",Computer Science and Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,238637,261808,
2933,Round 1,"Bundelkhand University, Jhansi",Electronics and Communication Engineering,B.Tech,Home State,BC(AF),Both Male and Female Seats,842172,842172,
2934,Round 1,"Bundelkhand University, Jhansi",Electronics & Instrumentation Engineering,B.Tech,Home State,BC,Both Male and Female Seats,351860,460919,
2935,Round 1,"Bundelkhand University, Jhansi",Food Engineering & technology,B.Tech,Home State,BC(Girl),Female Seats,681812,681812,
2936,Round 1,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah",Computer Science and Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,500403,500403,
2937,Round 1,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Data Science),B.Tech,Home State,EWS(GL),Female Seats,747416,769567,
2938,Round 1,"GOEL INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,175258,737992,
2939,Round 1,"DR. VIRENDRA SWARUP MEMORIAL TRUST GROUP OF INSTITUTIONS,UNNAO",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1136563,1389442,
2940,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,106821,115954,
2941,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,90693,106220,
2942,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,OPEN(PH),Both Male and Female Seats,1270334,1270334,
2943,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),B.Tech,All India,OPEN,Both Male and Female Seats,61151,122326,
2944,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,BC(Girl),Female Seats,165459,200054,
2945,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN(GIRL),Female Seats,125017,156777,
2946,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC(AF),Both Male and Female Seats,181479,194305,
2947,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,EWS(GL),Female Seats,141314,149454,
2948,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electrical & Computer Engg.,B.Tech,Home State,EWS(GL),Female Seats,320156,320156,
2949,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electrical & Computer Engg.,B.Tech,Home State,OPEN(GIRL),Female Seats,196574,272345,
2950,Round 1,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Internet Of Things) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,322691,330331,
2951,Round 1,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science & Engineering (Cyber Security),B.Tech,Home State,OPEN(GIRL),Female Seats,412222,674426,
2952,Round 1,"I.T.S. ENGG.COLLEGE,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,319558,1164472,
2953,Round 1,"RAMESHWARAM INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,651490,1292675,
2954,Round 1,"MAHATAMA GANDHI MISSION COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,212625,704313,
2955,Round 1,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,145397,621751,
